,body,Label
618,"tps-notification Dear student, Applications are now being accepted for Arcesium's Job Profile: Software Developer Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 07, 07:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
619,"tps-notification Dear student, Deadline for applications has been changed for Adobe's Job Profile: Research Intern. New Deadline: Sep 07, 11:00 PM If you have not applied already, login to app.joinsuperset.com and apply before deadline expires. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
620,"tps-notification Dear student, Applications are now being accepted for Adobe's Job Profile: Research Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 07, 04:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
621,"tps-notification Dear student, We regret to inform you that you are not part of final shortlist of A.P.T Portfolio Private Ltd's placement process for Software Engineer Intern. We wish you very best for future placements. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
622,"tps-notification We regret to inform you that you are not shortlisted for next stage of DE Shaw India's placement process for Software Developer Intern Cut off: 7 CGPA - CS, 8 CGPA - Other B.E.). We would like to wish you very best for future placements. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
623,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Microsoft Corporation's Software Engineering Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
624,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Dremio's Software Engineering Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
625,"tps-notification Dear student, Deadline for applications has been changed for Microsoft Corporation's Job Profile: Software Engineering Intern. New Deadline: Sep 06, 11:00 PM If you have not applied already, login to app.joinsuperset.com and apply before deadline expires. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
626,"tps-notification Dear student, Applications are now being accepted for Saarthi.ai's Job Profile: AI Engineers in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Nov 12, 10:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
627,"tps-notification Dear student, Applications are now being accepted for Saarthi.ai's Job Profile: Python Developer in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Nov 12, 10:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
628,"tps-notification Dear student, Applications are now being accepted for Saarthi.ai's Job Profile: Dev Ops in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Nov 12, 10:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
629,"tps-notification Dear student, Applications are now being accepted for Saarthi.ai's Job Profile: Backend Developer in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Nov 12, 10:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
630,"tps-notification Dear student, Applications are now being accepted for Saarthi.ai's Job Profile: Frontend Developer in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Nov 12, 10:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
631,"tps-notification Dear student, Applications are now being accepted for GE Healthcare's Job Profile: Software Engineer Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Nov 12, 11:59 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
